2.10057       1.947   0.0102168
2.16521     1.93961   0.0102168
2.22984     1.94422   0.0102168
2.29447     1.90095   0.0102168
2.35911     1.80232   0.0102168
2.42374     1.84751   0.0102168
2.48837     1.81316   0.0102168
2.55301     1.84233   0.0102168
2.61764      1.8171   0.0102168
2.68227     1.77959   0.0102168
2.7469     1.82488   0.0102168
2.81154     1.79008   0.0102168
2.87617      1.7925   0.0102168
2.9408     1.78774   0.0102168
3.00544     1.82745   0.0102168
3.07007     1.81277   0.0102168
3.1347     1.78678   0.0102168
3.19934     1.75723   0.0102168
3.26397     1.72942   0.0102168
3.3286     1.85251   0.0102168
3.39323       1.836   0.0102168
3.45787     1.79597   0.0102168
3.5225     1.74002   0.0102168
3.58713     1.73729   0.0102168
3.65177      1.7522   0.0102168
3.7164     1.76691   0.0102168
3.78103     1.75939   0.0102168
3.84567     1.81851   0.0102168
3.9103      1.8027   0.0102168
3.97493     1.82265   0.0102168
4.03957     1.79697   0.0102168
4.1042     1.82712   0.0102168
4.16883     1.86773   0.0102168
4.23346     1.87314   0.0102168
4.2981     1.87904   0.0102168
4.36273     1.85083   0.0102168
4.42736     1.80813   0.0102168
4.492     1.81045   0.0102168
4.55663     1.83334   0.0102168
4.62126     1.83562   0.0102168
4.6859      1.8435   0.0102168
4.75053      1.8668   0.0102168
4.81516     1.78454   0.0102168
4.87979     1.81977   0.0102168
4.94443     1.81465   0.0102168
5.00906     1.83252   0.0102168
5.07369     1.79916   0.0102168
5.13833     1.81517   0.0102168
5.20296     1.79654   0.0102168
5.26759     1.82141   0.0102168
5.33223     1.83397   0.0102168
5.39686      1.8239   0.0102168
5.46149     1.83615   0.0102168
5.52612     1.84383   0.0102168
5.59076     1.84145   0.0102168
5.65539     1.78388   0.0102168
5.72002     1.77598   0.0102168
5.78466     1.79392   0.0102168
5.84929     1.79161   0.0102168
5.91392     1.83321   0.0102168
5.97856     1.77935   0.0102168
6.04319     1.81336   0.0102168
6.10782     1.81904   0.0102168
6.17246     1.82425   0.0102168
6.23709     1.83215   0.0102168
6.30172     1.83584   0.0102168
6.36635      1.8333   0.0102168
6.43099      1.8154   0.0102168
0.0323165           0   0.0102168
0.0969496           0   0.0102168
0.161583           0   0.0102168
0.226216           0   0.0102168
0.290849           0   0.0102168
0.355482           0   0.0102168
0.420115           0   0.0102168
0.484748           0   0.0102168
0.549381           0   0.0102168
0.614014           0   0.0102168
0.678647           0   0.0102168
0.74328           0   0.0102168
0.807913           0   0.0102168
0.872546    0.041788   0.0102168
0.937179    0.724562   0.0102168
1.00181     1.83456   0.0102168
1.06645     2.76729   0.0102168
1.13108     3.42322   0.0102168
1.19571     2.96715   0.0102168
1.26034     2.82249   0.0102168
1.32498     2.52885   0.0102168
1.38961     2.42391   0.0102168
1.45424     2.22405   0.0102168
1.51888     2.22621   0.0102168
1.58351     1.99553   0.0102168
1.64814      1.9438   0.0102168
1.71278     1.95959   0.0102168
1.77741     1.93603   0.0102168
1.84204     1.98606   0.0102168
1.90667     1.91209   0.0102168
1.97131     1.98581   0.0102168
2.03594     1.93814   0.0102168
2.10057       1.947   0.0102168
2.16521     1.93961   0.0102168
2.22984     1.94422   0.0102168
2.29447     1.90095   0.0102168
2.35911     1.80232   0.0102168
2.42374     1.84751   0.0102168
2.48837     1.81316   0.0102168
2.55301     1.84233   0.0102168
2.61764      1.8171   0.0102168
2.68227     1.77959   0.0102168
2.7469     1.82488   0.0102168
2.81154     1.79008   0.0102168
2.87617      1.7925   0.0102168
2.9408     1.78774   0.0102168
3.00544     1.82745   0.0102168
3.07007     1.81277   0.0102168
3.1347     1.78678   0.0102168
3.19934     1.75723   0.0102168
3.26397     1.72942   0.0102168
3.3286     1.85251   0.0102168
3.39323       1.836   0.0102168
3.45787     1.79597   0.0102168
3.5225     1.74002   0.0102168
3.58713     1.73729   0.0102168
3.65177      1.7522   0.0102168
3.7164     1.76691   0.0102168
3.78103     1.75939   0.0102168
3.84567     1.81851   0.0102168
3.9103      1.8027   0.0102168
3.97493     1.82265   0.0102168
4.03957     1.79697   0.0102168
4.1042     1.82712   0.0102168
4.16883     1.86773   0.0102168
4.23346     1.87314   0.0102168
4.2981     1.87904   0.0102168
4.36273     1.85083   0.0102168
4.42736     1.80813   0.0102168
4.492     1.81045   0.0102168
4.55663     1.83334   0.0102168
4.62126     1.83562   0.0102168
4.6859      1.8435   0.0102168
4.75053      1.8668   0.0102168
4.81516     1.78454   0.0102168
4.87979     1.81977   0.0102168
4.94443     1.81465   0.0102168
5.00906     1.83252   0.0102168
5.07369     1.79916   0.0102168
5.13833     1.81517   0.0102168
5.20296     1.79654   0.0102168
5.26759     1.82141   0.0102168
5.33223     1.83397   0.0102168
5.39686      1.8239   0.0102168
5.46149     1.83615   0.0102168
5.52612     1.84383   0.0102168
5.59076     1.84145   0.0102168
5.65539     1.78388   0.0102168
5.72002     1.77598   0.0102168
5.78466     1.79392   0.0102168
5.84929     1.79161   0.0102168
5.91392     1.83321   0.0102168
5.97856     1.77935   0.0102168
6.04319     1.81336   0.0102168
6.10782     1.81904   0.0102168
6.17246     1.82425   0.0102168
6.23709     1.83215   0.0102168
6.30172     1.83584   0.0102168
6.36635      1.8333   0.0102168
6.43099      1.8154   0.0102168
0.0323165           0   0.0102168
0.0969496           0   0.0102168
0.161583           0   0.0102168
0.226216           0   0.0102168
0.290849           0   0.0102168
0.355482           0   0.0102168
0.420115           0   0.0102168
0.484748           0   0.0102168
0.549381           0   0.0102168
0.614014           0   0.0102168
0.678647           0   0.0102168
0.74328           0   0.0102168
0.807913           0   0.0102168
0.872546    0.041788   0.0102168
0.937179    0.724562   0.0102168
1.00181     1.83456   0.0102168
1.06645     2.76729   0.0102168
1.13108     3.42322   0.0102168
1.19571     2.96715   0.0102168
1.26034     2.82249   0.0102168
1.32498     2.52885   0.0102168
1.38961     2.42391   0.0102168
1.45424     2.22405   0.0102168
1.51888     2.22621   0.0102168
1.58351     1.99553   0.0102168
1.64814      1.9438   0.0102168
1.71278     1.95959   0.0102168
1.77741     1.93603   0.0102168
1.84204     1.98606   0.0102168
1.90667     1.91209   0.0102168
1.97131     1.98581   0.0102168
2.03594     1.93814   0.0102168
2.10057       1.947   0.0102168
2.16521     1.93961   0.0102168
2.22984     1.94422   0.0102168
2.29447     1.90095   0.0102168
2.35911     1.80232   0.0102168
2.42374     1.84751   0.0102168
2.48837     1.81316   0.0102168
2.55301     1.84233   0.0102168
2.61764      1.8171   0.0102168
2.68227     1.77959   0.0102168
2.7469     1.82488   0.0102168
2.81154     1.79008   0.0102168
2.87617      1.7925   0.0102168
2.9408     1.78774   0.0102168
3.00544     1.82745   0.0102168
3.07007     1.81277   0.0102168
3.1347     1.78678   0.0102168
3.19934     1.75723   0.0102168
3.26397     1.72942   0.0102168
3.3286     1.85251   0.0102168
3.39323       1.836   0.0102168
3.45787     1.79597   0.0102168
3.5225     1.74002   0.0102168
3.58713     1.73729   0.0102168
3.65177      1.7522   0.0102168
3.7164     1.76691   0.0102168
3.78103     1.75939   0.0102168
3.84567     1.81851   0.0102168
3.9103      1.8027   0.0102168
3.97493     1.82265   0.0102168
4.03957     1.79697   0.0102168
4.1042     1.82712   0.0102168
4.16883     1.86773   0.0102168
4.23346     1.87314   0.0102168
4.2981     1.87904   0.0102168
4.36273     1.85083   0.0102168
4.42736     1.80813   0.0102168
4.492     1.81045   0.0102168
4.55663     1.83334   0.0102168
4.62126     1.83562   0.0102168
4.6859      1.8435   0.0102168
4.75053      1.8668   0.0102168
4.81516     1.78454   0.0102168
4.87979     1.81977   0.0102168
4.94443     1.81465   0.0102168
5.00906     1.83252   0.0102168
5.07369     1.79916   0.0102168
5.13833     1.81517   0.0102168
5.20296     1.79654   0.0102168
5.26759     1.82141   0.0102168
5.33223     1.83397   0.0102168
5.39686      1.8239   0.0102168
5.46149     1.83615   0.0102168
5.52612     1.84383   0.0102168
5.59076     1.84145   0.0102168
5.65539     1.78388   0.0102168
5.72002     1.77598   0.0102168
5.78466     1.79392   0.0102168
5.84929     1.79161   0.0102168
5.91392     1.83321   0.0102168
5.97856     1.77935   0.0102168
6.04319     1.81336   0.0102168
6.10782     1.81904   0.0102168
6.17246     1.82425   0.0102168
6.23709     1.83215   0.0102168
6.30172     1.83584   0.0102168
6.36635      1.8333   0.0102168
6.43099      1.8154   0.0102168
